"map","file","graphics_id"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BLUE_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave4\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BROWN_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave1\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BROWN_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave2\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BROWN_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave3\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BROWN_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BrownCave4\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_RED_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave1\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_RED_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave2\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_RED_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave3\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_RED_CAVE4","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_RedCave4\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_SHRUB1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_Shrub1\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_SHRUB1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_Shrub1\map.json","OBJ_EVENT_GFX_VAR_1"
